[14/Jul/2021:12:11:27 +0000] - 200 200 - GET http nui.bapuhome.net "/" [Client 192.168.88.20] [Length 1257] [Gzip 3.44] [Sent-to 192.168.88.4] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "-"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Thumb?maxWidth=373&tag=cbf32a2b4cc5b5cb917ef524ee8cc40d&quality=90" [Client 192.168.88.20] [Length 23852] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29841/Images/Primary?maxHeight=324&maxWidth=216&tag=ff8e4311d36eeb6d9d3fbaf9463d4c00&quality=90" [Client 192.168.88.20] [Length 10806] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/30048/Images/Primary?maxHeight=324&maxWidth=216&tag=c8b8beeadbe10cf27b98a6fc418ce49a&quality=90" [Client 192.168.88.20] [Length 25282] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/26683/Images/Backdrop?maxWidth=373&tag=9e9b7b8cc09a6bf4fb6a8f1686aaf1bd&quality=70" [Client 192.168.88.20] [Length 14504] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/30047/Images/Primary?maxHeight=324&maxWidth=216&tag=bda44e787b3a68eb94df6bbafc524b13&quality=90" [Client 192.168.88.20] [Length 18582] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29842/Images/Primary?maxHeight=324&maxWidth=216&tag=18c844d99fb079c9ab5e05ba6261b361&quality=90" [Client 192.168.88.20] [Length 8608] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/30048/Images/Backdrop?maxWidth=373&tag=cd95f82ee8a62ecbcb3981a7ecc067e9&quality=70" [Client 192.168.88.20] [Length 5646] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29750/Images/Primary?maxHeight=324&maxWidth=216&tag=536b7163b1cd649c166fe725787a20fe&quality=90" [Client 192.168.88.20] [Length 26654] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29199/Images/Primary?maxHeight=324&maxWidth=216&tag=e6191dbd3d292f5e4d04d15fb508e3c2&quality=90" [Client 192.168.88.20] [Length 27316] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29198/Images/Primary?maxHeight=324&maxWidth=216&tag=0072e934f4cb7d11528312deb73b3da9&quality=90" [Client 192.168.88.20] [Length 27232] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29629/Images/Primary?maxHeight=324&maxWidth=216&tag=680221a62cfc3eebd68555e24ee6768d&quality=90" [Client 192.168.88.20] [Length 28148] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29749/Images/Primary?maxHeight=324&maxWidth=216&tag=eb891fcad607a550aa56c31db50bf5f0&quality=90" [Client 192.168.88.20] [Length 18142] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29197/Images/Primary?maxHeight=324&maxWidth=216&tag=a11a35ad9f170a85a6827ada8faa4663&quality=90" [Client 192.168.88.20] [Length 28246] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Primary?maxHeight=324&maxWidth=216&tag=25001f465e9f1ee32853bb9f05564be7&quality=90" [Client 192.168.88.20] [Length 15404] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:48:53 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29196/Images/Primary?maxHeight=324&maxWidth=216&tag=911b045da16bc3e7befe9943f9c02350&quality=90" [Client 192.168.88.20] [Length 25052] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:00 +0000] - 200 200 - GET http emby.bapuhome.net "/web/item/item.js?v=4.6.4.0" [Client 192.168.88.20] [Length 80845] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:00 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/recordingcreator/recordingfields.js?v=4.6.4.0" [Client 192.168.88.20] [Length 6194] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:00 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/detailbuttons.css?v=4.6.4.0" [Client 192.168.88.20] [Length 1727] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:00 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/emby-elements/sync/emby-downloadbutton.js?v=4.6.4.0" [Client 192.168.88.20] [Length 3452] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:00 +0000] - 200 200 - GET http emby.bapuhome.net "/web/item/item.css?v=4.6.4.0" [Client 192.168.88.20] [Length 8618] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/web/item/item.html?v=4.6.4.0&r=0" [Client 192.168.88.20] [Length 3727] [Gzip 7.40] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862/Items/29140?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 5730] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/ThemeMedia?UserId=9d78af5e75764a4ea248fdc8d36ff862&InheritFromParent=true&EnableThemeSongs=true&EnableThemeVideos=true&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 202] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/System/Endpoint?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 36] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - POST http emby.bapuhome.net "/Items/29140/PlaybackInfo?UserId=9d78af5e75764a4ea248fdc8d36ff862&StartTimeTicks=0&IsPlayback=false&AutoOpenLiveStream=false&MaxStreamingBitrate=140000000&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 3377] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Similar?userId=9d78af5e75764a4ea248fdc8d36ff862&limit=12&fields=PrimaryImageAspectRatio%2CUserData%2CCanDelete%2CProductionYear&IncludeItemTypes=Program&EnableTotalRecordCount=false&GroupProgramsBySeries=true&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 33] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862/Items?fields=PrimaryImageAspectRatio%2CUserData%2CCanDelete&IncludeItemTypes=Playlist%2CBoxSet&Recursive=true&SortBy=SortName&ListItemIds=29140&Limit=12&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 511] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Similar?Limit=12&UserId=9d78af5e75764a4ea248fdc8d36ff862&ImageTypeLimit=1&Fields=PrimaryImageAspectRatio%2CUserData%2CCanDelete%2CProductionYear&EnableTotalRecordCount=false&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 6682] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862/Items/29140/SpecialFeatures?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 2] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/21371/Images/Primary?maxHeight=324&maxWidth=216&tag=d1316554e0d83801063816f114aa173b&quality=90" [Client 192.168.88.20] [Length 8798] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29298/Images/Primary?maxHeight=324&maxWidth=216&tag=160726bc6d834803b8d88aecfdec540e&quality=90" [Client 192.168.88.20] [Length 11234] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:01 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Logo?maxWidth=300&tag=43e001706edde4e8b39e2dc3a0cfb2b9&quality=90" [Client 192.168.88.20] [Length 28347] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:02 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29384/Images/Primary?maxHeight=324&maxWidth=216&tag=8d1b19d370cb4bc2d82b89a591c87d04&quality=90" [Client 192.168.88.20] [Length 14876] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:02 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/18320/Images/Primary?maxHeight=324&maxWidth=216&tag=5896c279bd4c852d8e3502688a9a376b&quality=90" [Client 192.168.88.20] [Length 13382] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:02 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/16726/Images/Primary?maxHeight=324&maxWidth=216&tag=42a3592f90318abe43b50c18d8545939&quality=90" [Client 192.168.88.20] [Length 10222] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:03 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Backdrop/0?tag=8ec39d2caecf5fb163d706e6f5b7ee30&maxWidth=1920&quality=70" [Client 192.168.88.20] [Length 42802] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:03 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/28018/Images/Primary?maxHeight=324&maxWidth=216&tag=5d2d0233d7c39fd39c80a77ac156c563&quality=90" [Client 192.168.88.20] [Length 14856] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:03 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/22338/Images/Primary?maxHeight=324&maxWidth=216&tag=53a2a4949f5edeac5f5a28f4a32bc288&quality=90" [Client 192.168.88.20] [Length 13554] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:04 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29083/Images/Primary?maxHeight=324&maxWidth=216&tag=1998dc9e0af92f8f99fc77fc1a06cb4e&quality=90" [Client 192.168.88.20] [Length 13032] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:04 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29385/Images/Primary?maxHeight=324&maxWidth=216&tag=a55de6260660467e35ecfd9e469c9a21&quality=90" [Client 192.168.88.20] [Length 11220] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:04 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/22454/Images/Primary?maxHeight=324&maxWidth=216&tag=36ab4556d5e6349dd31dbc23d0391e9c&quality=90" [Client 192.168.88.20] [Length 15826] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:05 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29135/Images/Primary?maxHeight=324&maxWidth=216&tag=91c10b3917230f152f752ffd4114b5d1&quality=90" [Client 192.168.88.20] [Length 13472] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:05 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29301/Images/Primary?maxHeight=324&maxWidth=216&tag=b1bae7827e40f07ba51288fc5b0fc27c&quality=90" [Client 192.168.88.20] [Length 13790] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:05 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Primary?maxHeight=524&maxWidth=349&tag=25001f465e9f1ee32853bb9f05564be7&quality=90" [Client 192.168.88.20] [Length 38232] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:05 +0000] - 200 200 - POST http emby.bapuhome.net "/Items/29140/PlaybackInfo?UserId=9d78af5e75764a4ea248fdc8d36ff862&StartTimeTicks=36308310546&IsPlayback=true&AutoOpenLiveStream=true&AudioStreamIndex=1&SubtitleStreamIndex=-1&MediaSourceId=3e77d60e6d88398ba3b3fe9ae3c3349e&MaxStreamingBitrate=140000000&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 3377] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:05 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/common/filesystem.js?v=4.6.4.0" [Client 192.168.88.20] [Length 268] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:05 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/htmlvideoplayer/style.css?v=4.6.4.0" [Client 192.168.88.20] [Length 1303] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Backdrop?quality=100&tag=8ec39d2caecf5fb163d706e6f5b7ee30" [Client 192.168.88.20] [Length 196309] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:07 +0000] - 206 206 - GET http emby.bapuhome.net "/videos/29140/stream.mp4?DeviceId=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&MediaSourceId=3e77d60e6d88398ba3b3fe9ae3c3349e&Static=true&PlaySessionId=5134ec4312c34d36bcb4d5bf8a8cd626&api_key=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 4505592] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:10 +0000] - 206 206 - GET http emby.bapuhome.net "/videos/29140/stream.mp4?DeviceId=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&MediaSourceId=3e77d60e6d88398ba3b3fe9ae3c3349e&Static=true&PlaySessionId=5134ec4312c34d36bcb4d5bf8a8cd626&api_key=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 27080] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
