[11/Jul/2021:09:51:00 +0000] - 302 302 - GET http emby.bapuhome.net "/" [Client 192.168.88.20] [Length 5] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://192.168.88.4:81/"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/appfooter/appfooter.js?v=4.6.4.0" [Client 192.168.88.20] [Length 594] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/playback/iconosd.css?v=4.6.4.0" [Client 192.168.88.20] [Length 619] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/appfooter/appfooter.css?v=4.6.4.0" [Client 192.168.88.20] [Length 342] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/dockedtabs/dockedtabs.css?v=4.6.4.0" [Client 192.168.88.20] [Length 1385] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/emby/system/info/public" [Client 192.168.88.20] [Length 97] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/emby/System/Info" [Client 192.168.88.20] [Length 509] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/browserdeviceprofile.js?v=4.6.4.0" [Client 192.168.88.20] [Length 19499] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/DisplayPreferences/usersettings?userId=9d78af5e75764a4ea248fdc8d36ff862&client=emby&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 829] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 864] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/themes/dark/theme.css?v=4.6.4.0" [Client 192.168.88.20] [Length 13156] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/themes/dark/theme.json?v=4.6.4.0&r=0" [Client 192.168.88.20] [Length 202] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Capabilities/Full?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/home/home.js?v=4.6.4.0" [Client 192.168.88.20] [Length 883] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/tabbedview/tabbedview.js?v=4.6.4.0" [Client 192.168.88.20] [Length 5974] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/viewmanager/baseview.js?v=4.6.4.0" [Client 192.168.88.20] [Length 5210] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/home/home.html?v=4.6.4.0&r=0" [Client 192.168.88.20] [Length 317] [Gzip 3.32] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862/Views?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 746] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/home/hometab.js?v=4.6.4.0" [Client 192.168.88.20] [Length 2032] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/headroom/headroom.js?v=4.6.4.0" [Client 192.168.88.20] [Length 3585] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/tabbedview/basetab.js?v=4.6.4.0" [Client 192.168.88.20] [Length 695] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/fonts/roboto/KFOlCnqEu92Fr1MmEU9fBBc4.woff2" [Client 192.168.88.20] [Length 15872] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/modules/fonts/fonts.css?v=4.6.4.0"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/headroom/headroom.css?v=4.6.4.0" [Client 192.168.88.20] [Length 300] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:04 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/homesections/homesections.js?v=4.6.4.0" [Client 192.168.88.20] [Length 24327] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:05 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/emby-elements/emby-scrollbuttons/emby-scrollbuttons.js?v=4.6.4.0" [Client 192.168.88.20] [Length 4058] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:05 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/emby-elements/emby-scrollbuttons/emby-scrollbuttons.css?v=4.6.4.0" [Client 192.168.88.20] [Length 1034] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862/Items/Resume?Recursive=true&Fields=PrimaryImageAspectRatio%2CBasicSyncInfo%2CProductionYear%2CCanDelete&ImageTypeLimit=1&EnableImageTypes=Primary%2CBackdrop%2CThumb&MediaTypes=Audio&Limit=12&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 33] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/LiveTv/Channels?userId=9d78af5e75764a4ea248fdc8d36ff862&limit=1&ImageTypeLimit=1&EnableTotalRecordCount=false&EnableImages=false&EnableUserData=false&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 33] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862/Items/Resume?Recursive=true&Fields=PrimaryImageAspectRatio%2CBasicSyncInfo%2CProductionYear%2CCanDelete&ImageTypeLimit=1&EnableImageTypes=Primary%2CBackdrop%2CThumb&MediaTypes=Video&Limit=12&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 560] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/emby-elements/emby-itemrefreshindicator/emby-itemrefreshindicator.js?v=4.6.4.0" [Client 192.168.88.20] [Length 1615] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862/Items/Latest?Limit=16&Fields=PrimaryImageAspectRatio%2CBasicSyncInfo%2CProductionYear%2CStatus%2CEndDate%2CCanDelete&ImageTypeLimit=1&EnableImageTypes=Primary%2CBackdrop%2CThumb&ParentId=09c481f9364b42183be0710ad2cdc4e1&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 1834] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Users/9d78af5e75764a4ea248fdc8d36ff862/Items/Latest?Limit=16&Fields=PrimaryImageAspectRatio%2CBasicSyncInfo%2CProductionYear%2CStatus%2CEndDate%2CCanDelete&ImageTypeLimit=1&EnableImageTypes=Primary%2CBackdrop%2CThumb&ParentId=f137a2dd21bbc1b99aa5c0f6bf02a805&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 1029] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/9d7ad6afe9afa2dab1a2f6e00ad28fa6/Images/Primary?maxHeight=113&maxWidth=200&tag=65ca4955bba9ca9f06bf78dfb2f79989&quality=90" [Client 192.168.88.20] [Length 39470] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/f137a2dd21bbc1b99aa5c0f6bf02a805/Images/Primary?maxHeight=113&maxWidth=200&tag=d8807c724afff07f8ffdb57a24c8e435&quality=90" [Client 192.168.88.20] [Length 48016] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/multiselect/multiselect.js?v=4.6.4.0" [Client 192.168.88.20] [Length 15898] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/09c481f9364b42183be0710ad2cdc4e1/Images/Primary?maxHeight=113&maxWidth=200&tag=b91f8fee62e7cd9e684e2841e2bbcc32&quality=90" [Client 192.168.88.20] [Length 47385] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29842/Images/Primary?maxHeight=300&maxWidth=200&tag=18c844d99fb079c9ab5e05ba6261b361&quality=90" [Client 192.168.88.20] [Length 8076] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/26683/Images/Backdrop?maxWidth=300&tag=9e9b7b8cc09a6bf4fb6a8f1686aaf1bd&quality=70" [Client 192.168.88.20] [Length 11040] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29841/Images/Primary?maxHeight=300&maxWidth=200&tag=ff8e4311d36eeb6d9d3fbaf9463d4c00&quality=90" [Client 192.168.88.20] [Length 9904] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29749/Images/Primary?maxHeight=300&maxWidth=200&tag=eb891fcad607a550aa56c31db50bf5f0&quality=90" [Client 192.168.88.20] [Length 16598] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/multiselect/multiselect.css?v=4.6.4.0" [Client 192.168.88.20] [Length 316] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29629/Images/Primary?maxHeight=300&maxWidth=200&tag=680221a62cfc3eebd68555e24ee6768d&quality=90" [Client 192.168.88.20] [Length 24876] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29750/Images/Primary?maxHeight=300&maxWidth=200&tag=536b7163b1cd649c166fe725787a20fe&quality=90" [Client 192.168.88.20] [Length 23756] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29654/Images/Primary?maxHeight=300&maxWidth=200&tag=712b947bdc45a800c2fdf537d9a06ab3&quality=90" [Client 192.168.88.20] [Length 11408] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29856/Images/Primary?maxHeight=300&maxWidth=200&tag=007504b601954cd0093822cff57944a7&quality=90" [Client 192.168.88.20] [Length 11896] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:06 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/22331/Images/Primary?maxHeight=300&maxWidth=200&tag=c4396dc80f91fb51c1e111f681643194&quality=90" [Client 192.168.88.20] [Length 18798] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/18483/Images/Primary?maxHeight=300&maxWidth=200&tag=3782cf79564960f71d9dd5a3da789dfb&quality=90" [Client 192.168.88.20] [Length 19356] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/18441/Images/Primary?maxHeight=300&maxWidth=200&tag=272174f97dd3b74c6128664139c59fda&quality=90" [Client 192.168.88.20] [Length 17974] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/28657/Images/Thumb?maxWidth=300&tag=8654f35ebc07de3ef5e5dee51007bb91&quality=90" [Client 192.168.88.20] [Length 23350] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29198/Images/Primary?maxHeight=300&maxWidth=200&tag=0072e934f4cb7d11528312deb73b3da9&quality=90" [Client 192.168.88.20] [Length 24558] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29199/Images/Primary?maxHeight=300&maxWidth=200&tag=e6191dbd3d292f5e4d04d15fb508e3c2&quality=90" [Client 192.168.88.20] [Length 24472] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/18440/Images/Primary?maxHeight=300&maxWidth=200&tag=1f4beb37215ebb68a301359d6c6e2ff3&quality=90" [Client 192.168.88.20] [Length 19564] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/22332/Images/Primary?maxHeight=300&maxWidth=200&tag=581d04d96632321d0e1d1333b371ef3f&quality=90" [Client 192.168.88.20] [Length 14722] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/emby-elements/emby-progressring/emby-progressring.js?v=4.6.4.0" [Client 192.168.88.20] [Length 2595] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[11/Jul/2021:09:51:07 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/emby-elements/emby-progressring/emby-progressring.css?v=4.6.4.0" [Client 192.168.88.20] [Length 3316] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
